ZIP (character),State,Primary eGRID Subregion,Subregion annual CO2e output emission rate (lb/MWh),ZIP5,rate_lb_per_mwh,norm_factor_vs_us_mean
13801,NY,NYUP,275.389,13801,275.389,0.3327883313998453
13802,NY,NYUP,275.389,13802,275.389,0.3327883313998453
13803,NY,NYUP,275.389,13803,275.389,0.3327883313998453
13804,NY,NYUP,275.389,13804,275.389,0.3327883313998453
13806,NY,NYUP,275.389,13806,275.389,0.3327883313998453
13807,NY,NYUP,275.389,13807,275.389,0.3327883313998453
13808,NY,NYUP,275.389,13808,275.389,0.3327883313998453
13809,NY,NYUP,275.389,13809,275.389,0.3327883313998453
13810,NY,NYUP,275.389,13810,275.389,0.3327883313998453
13811,NY,NYUP,275.389,13811,275.389,0.3327883313998453
13812,NY,NYUP,275.389,13812,275.389,0.3327883313998453
13813,NY,NYUP,275.389,13813,275.389,0.3327883313998453
13814,NY,NYUP,275.389,13814,275.389,0.3327883313998453
13815,NY,NYUP,275.389,13815,275.389,0.3327883313998453
13820,NY,NYUP,275.389,13820,275.389,0.3327883313998453
13825,NY,NYUP,275.389,13825,275.389,0.3327883313998453
13826,NY,NYUP,275.389,13826,275.389,0.3327883313998453
13827,NY,NYUP,275.389,13827,275.389,0.3327883313998453
13830,NY,NYUP,275.389,13830,275.389,0.3327883313998453
13832,NY,NYUP,275.389,13832,275.389,0.3327883313998453
13833,NY,NYUP,275.389,13833,275.389,0.3327883313998453
13834,NY,NYUP,275.389,13834,275.389,0.3327883313998453
13835,NY,NYUP,275.389,13835,275.389,0.3327883313998453
13838,NY,NYUP,275.389,13838,275.389,0.3327883313998453
13839,NY,NYUP,275.389,13839,275.389,0.3327883313998453
13840,NY,NYUP,275.389,13840,275.389,0.3327883313998453
13841,NY,NYUP,275.389,13841,275.389,0.3327883313998453
13842,NY,NYUP,275.389,13842,275.389,0.3327883313998453
13843,NY,NYUP,275.389,13843,275.389,0.3327883313998453
13844,NY,NYUP,275.389,13844,275.389,0.3327883313998453
13845,NY,NYUP,275.389,13845,275.389,0.3327883313998453
13846,NY,NYUP,275.389,13846,275.389,0.3327883313998453
13847,NY,NYUP,275.389,13847,275.389,0.3327883313998453
13848,NY,NYUP,275.389,13848,275.389,0.3327883313998453
13849,NY,NYUP,275.389,13849,275.389,0.3327883313998453
13850,NY,NYUP,275.389,13850,275.389,0.3327883313998453
13851,NY,NYUP,275.389,13851,275.389,0.3327883313998453
13856,NY,NYUP,275.389,13856,275.389,0.3327883313998453
13859,NY,NYUP,275.389,13859,275.389,0.3327883313998453
13860,NY,NYUP,275.389,13860,275.389,0.3327883313998453
13861,NY,NYUP,275.389,13861,275.389,0.3327883313998453
13862,NY,NYUP,275.389,13862,275.389,0.3327883313998453
13863,NY,NYUP,275.389,13863,275.389,0.3327883313998453
13864,NY,NYUP,275.389,13864,275.389,0.3327883313998453
13865,NY,NYUP,275.389,13865,275.389,0.3327883313998453
13901,NY,NYUP,275.389,13901,275.389,0.3327883313998453
13902,NY,NYUP,275.389,13902,275.389,0.3327883313998453
13903,NY,NYUP,275.389,13903,275.389,0.3327883313998453
13904,NY,NYUP,275.389,13904,275.389,0.3327883313998453
13905,NY,NYUP,275.389,13905,275.389,0.3327883313998453
14001,NY,NYUP,275.389,14001,275.389,0.3327883313998453
14004,NY,NYUP,275.389,14004,275.389,0.3327883313998453
14005,NY,NYUP,275.389,14005,275.389,0.3327883313998453
14006,NY,NYUP,275.389,14006,275.389,0.3327883313998453
14008,NY,NYUP,275.389,14008,275.389,0.3327883313998453
14009,NY,NYUP,275.389,14009,275.389,0.3327883313998453
14010,NY,NYUP,275.389,14010,275.389,0.3327883313998453
14011,NY,NYUP,275.389,14011,275.389,0.3327883313998453
14012,NY,NYUP,275.389,14012,275.389,0.3327883313998453
14013,NY,NYUP,275.389,14013,275.389,0.3327883313998453
14020,NY,NYUP,275.389,14020,275.389,0.3327883313998453
14021,NY,NYUP,275.389,14021,275.389,0.3327883313998453
14024,NY,NYUP,275.389,14024,275.389,0.3327883313998453
14025,NY,NYUP,275.389,14025,275.389,0.3327883313998453
14026,NY,NYUP,275.389,14026,275.389,0.3327883313998453
14027,NY,NYUP,275.389,14027,275.389,0.3327883313998453
14028,NY,NYUP,275.389,14028,275.389,0.3327883313998453
14029,NY,NYUP,275.389,14029,275.389,0.3327883313998453
14030,NY,NYUP,275.389,14030,275.389,0.3327883313998453
14031,NY,NYUP,275.389,14031,275.389,0.3327883313998453
14032,NY,NYUP,275.389,14032,275.389,0.3327883313998453
14033,NY,NYUP,275.389,14033,275.389,0.3327883313998453
14034,NY,NYUP,275.389,14034,275.389,0.3327883313998453
14035,NY,NYUP,275.389,14035,275.389,0.3327883313998453
14036,NY,NYUP,275.389,14036,275.389,0.3327883313998453
14037,NY,NYUP,275.389,14037,275.389,0.3327883313998453
14038,NY,NYUP,275.389,14038,275.389,0.3327883313998453
14039,NY,NYUP,275.389,14039,275.389,0.3327883313998453
14040,NY,NYUP,275.389,14040,275.389,0.3327883313998453
14041,NY,NYUP,275.389,14041,275.389,0.3327883313998453
14042,NY,NYUP,275.389,14042,275.389,0.3327883313998453
14043,NY,NYUP,275.389,14043,275.389,0.3327883313998453
14047,NY,NYUP,275.389,14047,275.389,0.3327883313998453
14048,NY,NYUP,275.389,14048,275.389,0.3327883313998453
14051,NY,NYUP,275.389,14051,275.389,0.3327883313998453
14052,NY,NYUP,275.389,14052,275.389,0.3327883313998453
14054,NY,NYUP,275.389,14054,275.389,0.3327883313998453
14055,NY,NYUP,275.389,14055,275.389,0.3327883313998453
14056,NY,NYUP,275.389,14056,275.389,0.3327883313998453
14057,NY,NYUP,275.389,14057,275.389,0.3327883313998453
14058,NY,NYUP,275.389,14058,275.389,0.3327883313998453
14059,NY,NYUP,275.389,14059,275.389,0.3327883313998453
14060,NY,NYUP,275.389,14060,275.389,0.3327883313998453
14061,NY,NYUP,275.389,14061,275.389,0.3327883313998453
14062,NY,NYUP,275.389,14062,275.389,0.3327883313998453
14063,NY,NYUP,275.389,14063,275.389,0.3327883313998453
14065,NY,NYUP,275.389,14065,275.389,0.3327883313998453
14066,NY,NYUP,275.389,14066,275.389,0.3327883313998453
14067,NY,NYUP,275.389,14067,275.389,0.3327883313998453
14068,NY,NYUP,275.389,14068,275.389,0.3327883313998453
14069,NY,NYUP,275.389,14069,275.389,0.3327883313998453
14070,NY,NYUP,275.389,14070,275.389,0.3327883313998453
14072,NY,NYUP,275.389,14072,275.389,0.3327883313998453
14075,NY,NYUP,275.389,14075,275.389,0.3327883313998453
14080,NY,NYUP,275.389,14080,275.389,0.3327883313998453
14081,NY,NYUP,275.389,14081,275.389,0.3327883313998453
14082,NY,NYUP,275.389,14082,275.389,0.3327883313998453
14083,NY,NYUP,275.389,14083,275.389,0.3327883313998453
14085,NY,NYUP,275.389,14085,275.389,0.3327883313998453
14086,NY,NYUP,275.389,14086,275.389,0.3327883313998453
14091,NY,NYUP,275.389,14091,275.389,0.3327883313998453
14092,NY,NYUP,275.389,14092,275.389,0.3327883313998453
14094,NY,NYUP,275.389,14094,275.389,0.3327883313998453
14095,NY,NYUP,275.389,14095,275.389,0.3327883313998453
14098,NY,NYUP,275.389,14098,275.389,0.3327883313998453
14101,NY,NYUP,275.389,14101,275.389,0.3327883313998453
14102,NY,NYUP,275.389,14102,275.389,0.3327883313998453
14103,NY,NYUP,275.389,14103,275.389,0.3327883313998453
14105,NY,NYUP,275.389,14105,275.389,0.3327883313998453
14107,NY,NYUP,275.389,14107,275.389,0.3327883313998453
14108,NY,NYUP,275.389,14108,275.389,0.3327883313998453
14109,NY,NYUP,275.389,14109,275.389,0.3327883313998453
14110,NY,NYUP,275.389,14110,275.389,0.3327883313998453
14111,NY,NYUP,275.389,14111,275.389,0.3327883313998453
14112,NY,NYUP,275.389,14112,275.389,0.3327883313998453
14113,NY,NYUP,275.389,14113,275.389,0.3327883313998453
14120,NY,NYUP,275.389,14120,275.389,0.3327883313998453
14125,NY,NYUP,275.389,14125,275.389,0.3327883313998453
14126,NY,NYUP,275.389,14126,275.389,0.3327883313998453
14127,NY,NYUP,275.389,14127,275.389,0.3327883313998453
14129,NY,NYUP,275.389,14129,275.389,0.3327883313998453
14130,NY,NYUP,275.389,14130,275.389,0.3327883313998453
14131,NY,NYUP,275.389,14131,275.389,0.3327883313998453
14132,NY,NYUP,275.389,14132,275.389,0.3327883313998453
14133,NY,NYUP,275.389,14133,275.389,0.3327883313998453
14134,NY,NYUP,275.389,14134,275.389,0.3327883313998453
14135,NY,NYUP,275.389,14135,275.389,0.3327883313998453
14136,NY,NYUP,275.389,14136,275.389,0.3327883313998453
14138,NY,NYUP,275.389,14138,275.389,0.3327883313998453
14139,NY,NYUP,275.389,14139,275.389,0.3327883313998453
14140,NY,NYUP,275.389,14140,275.389,0.3327883313998453
14141,NY,NYUP,275.389,14141,275.389,0.3327883313998453
14143,NY,NYUP,275.389,14143,275.389,0.3327883313998453
14144,NY,NYUP,275.389,14144,275.389,0.3327883313998453
14145,NY,NYUP,275.389,14145,275.389,0.3327883313998453
14150,NY,NYUP,275.389,14150,275.389,0.3327883313998453
14151,NY,NYUP,275.389,14151,275.389,0.3327883313998453
14166,NY,NYUP,275.389,14166,275.389,0.3327883313998453
14167,NY,NYUP,275.389,14167,275.389,0.3327883313998453
14168,NY,NYUP,275.389,14168,275.389,0.3327883313998453
14169,NY,NYUP,275.389,14169,275.389,0.3327883313998453
14170,NY,NYUP,275.389,14170,275.389,0.3327883313998453
14171,NY,NYUP,275.389,14171,275.389,0.3327883313998453
14172,NY,NYUP,275.389,14172,275.389,0.3327883313998453
14173,NY,NYUP,275.389,14173,275.389,0.3327883313998453
14174,NY,NYUP,275.389,14174,275.389,0.3327883313998453
14201,NY,NYUP,275.389,14201,275.389,0.3327883313998453
14202,NY,NYUP,275.389,14202,275.389,0.3327883313998453
14203,NY,NYUP,275.389,14203,275.389,0.3327883313998453
14204,NY,NYUP,275.389,14204,275.389,0.3327883313998453
14205,NY,NYUP,275.389,14205,275.389,0.3327883313998453
14206,NY,NYUP,275.389,14206,275.389,0.3327883313998453
14207,NY,NYUP,275.389,14207,275.389,0.3327883313998453
14208,NY,NYUP,275.389,14208,275.389,0.3327883313998453
14209,NY,NYUP,275.389,14209,275.389,0.3327883313998453
14210,NY,NYUP,275.389,14210,275.389,0.3327883313998453
14211,NY,NYUP,275.389,14211,275.389,0.3327883313998453
14212,NY,NYUP,275.389,14212,275.389,0.3327883313998453
14213,NY,NYUP,275.389,14213,275.389,0.3327883313998453
14214,NY,NYUP,275.389,14214,275.389,0.3327883313998453
14215,NY,NYUP,275.389,14215,275.389,0.3327883313998453
14216,NY,NYUP,275.389,14216,275.389,0.3327883313998453
14217,NY,NYUP,275.389,14217,275.389,0.3327883313998453
14218,NY,NYUP,275.389,14218,275.389,0.3327883313998453
14219,NY,NYUP,275.389,14219,275.389,0.3327883313998453
14220,NY,NYUP,275.389,14220,275.389,0.3327883313998453
14221,NY,NYUP,275.389,14221,275.389,0.3327883313998453
14222,NY,NYUP,275.389,14222,275.389,0.3327883313998453
14223,NY,NYUP,275.389,14223,275.389,0.3327883313998453
14224,NY,NYUP,275.389,14224,275.389,0.3327883313998453
14225,NY,NYUP,275.389,14225,275.389,0.3327883313998453
14226,NY,NYUP,275.389,14226,275.389,0.3327883313998453
14227,NY,NYUP,275.389,14227,275.389,0.3327883313998453
14228,NY,NYUP,275.389,14228,275.389,0.3327883313998453
14231,NY,NYUP,275.389,14231,275.389,0.3327883313998453
14233,NY,NYUP,275.389,14233,275.389,0.3327883313998453
14240,NY,NYUP,275.389,14240,275.389,0.3327883313998453
14241,NY,NYUP,275.389,14241,275.389,0.3327883313998453
14260,NY,NYUP,275.389,14260,275.389,0.3327883313998453
14261,NY,NYUP,275.389,14261,275.389,0.3327883313998453
14263,NY,NYUP,275.389,14263,275.389,0.3327883313998453
14264,NY,NYUP,275.389,14264,275.389,0.3327883313998453
14265,NY,NYUP,275.389,14265,275.389,0.3327883313998453
14267,NY,NYUP,275.389,14267,275.389,0.3327883313998453
14269,NY,NYUP,275.389,14269,275.389,0.3327883313998453
14270,NY,NYUP,275.389,14270,275.389,0.3327883313998453
14272,NY,NYUP,275.389,14272,275.389,0.3327883313998453
14273,NY,NYUP,275.389,14273,275.389,0.3327883313998453
14276,NY,NYUP,275.389,14276,275.389,0.3327883313998453
14280,NY,NYUP,275.389,14280,275.389,0.3327883313998453
14301,NY,NYUP,275.389,14301,275.389,0.3327883313998453
14302,NY,NYUP,275.389,14302,275.389,0.3327883313998453
14303,NY,NYUP,275.389,14303,275.389,0.3327883313998453
14304,NY,NYUP,275.389,14304,275.389,0.3327883313998453
14305,NY,NYUP,275.389,14305,275.389,0.3327883313998453
14410,NY,NYUP,275.389,14410,275.389,0.3327883313998453
14411,NY,NYUP,275.389,14411,275.389,0.3327883313998453
14413,NY,NYUP,275.389,14413,275.389,0.3327883313998453
14414,NY,NYUP,275.389,14414,275.389,0.3327883313998453
14415,NY,NYUP,275.389,14415,275.389,0.3327883313998453
14416,NY,NYUP,275.389,14416,275.389,0.3327883313998453
14418,NY,NYUP,275.389,14418,275.389,0.3327883313998453
14420,NY,NYUP,275.389,14420,275.389,0.3327883313998453
14422,NY,NYUP,275.389,14422,275.389,0.3327883313998453
14423,NY,NYUP,275.389,14423,275.389,0.3327883313998453
14424,NY,NYUP,275.389,14424,275.389,0.3327883313998453
14425,NY,NYUP,275.389,14425,275.389,0.3327883313998453
14427,NY,NYUP,275.389,14427,275.389,0.3327883313998453
14428,NY,NYUP,275.389,14428,275.389,0.3327883313998453
14429,NY,NYUP,275.389,14429,275.389,0.3327883313998453
14430,NY,NYUP,275.389,14430,275.389,0.3327883313998453
14432,NY,NYUP,275.389,14432,275.389,0.3327883313998453
14433,NY,NYUP,275.389,14433,275.389,0.3327883313998453
14435,NY,NYUP,275.389,14435,275.389,0.3327883313998453
14437,NY,NYUP,275.389,14437,275.389,0.3327883313998453
14441,NY,NYUP,275.389,14441,275.389,0.3327883313998453
14443,NY,NYUP,275.389,14443,275.389,0.3327883313998453
14445,NY,NYUP,275.389,14445,275.389,0.3327883313998453
14449,NY,NYUP,275.389,14449,275.389,0.3327883313998453
14450,NY,NYUP,275.389,14450,275.389,0.3327883313998453
14452,NY,NYUP,275.389,14452,275.389,0.3327883313998453
14453,NY,NYUP,275.389,14453,275.389,0.3327883313998453
14454,NY,NYUP,275.389,14454,275.389,0.3327883313998453
14456,NY,NYUP,275.389,14456,275.389,0.3327883313998453
14461,NY,NYUP,275.389,14461,275.389,0.3327883313998453
14462,NY,NYUP,275.389,14462,275.389,0.3327883313998453
14463,NY,NYUP,275.389,14463,275.389,0.3327883313998453
14464,NY,NYUP,275.389,14464,275.389,0.3327883313998453
14466,NY,NYUP,275.389,14466,275.389,0.3327883313998453
14467,NY,NYUP,275.389,14467,275.389,0.3327883313998453
14468,NY,NYUP,275.389,14468,275.389,0.3327883313998453
14469,NY,NYUP,275.389,14469,275.389,0.3327883313998453
14470,NY,NYUP,275.389,14470,275.389,0.3327883313998453
14471,NY,NYUP,275.389,14471,275.389,0.3327883313998453
14472,NY,NYUP,275.389,14472,275.389,0.3327883313998453
14475,NY,NYUP,275.389,14475,275.389,0.3327883313998453
14476,NY,NYUP,275.389,14476,275.389,0.3327883313998453
14477,NY,NYUP,275.389,14477,275.389,0.3327883313998453
14478,NY,NYUP,275.389,14478,275.389,0.3327883313998453
14479,NY,NYUP,275.389,14479,275.389,0.3327883313998453
14480,NY,NYUP,275.389,14480,275.389,0.3327883313998453
14481,NY,NYUP,275.389,14481,275.389,0.3327883313998453
14482,NY,NYUP,275.389,14482,275.389,0.3327883313998453
14485,NY,NYUP,275.389,14485,275.389,0.3327883313998453
14486,NY,NYUP,275.389,14486,275.389,0.3327883313998453
14487,NY,NYUP,275.389,14487,275.389,0.3327883313998453
14488,NY,NYUP,275.389,14488,275.389,0.3327883313998453
14489,NY,NYUP,275.389,14489,275.389,0.3327883313998453
14502,NY,NYUP,275.389,14502,275.389,0.3327883313998453
14504,NY,NYUP,275.389,14504,275.389,0.3327883313998453
14505,NY,NYUP,275.389,14505,275.389,0.3327883313998453
14506,NY,NYUP,275.389,14506,275.389,0.3327883313998453
14507,NY,NYUP,275.389,14507,275.389,0.3327883313998453
14508,NY,NYUP,275.389,14508,275.389,0.3327883313998453
14510,NY,NYUP,275.389,14510,275.389,0.3327883313998453
14511,NY,NYUP,275.389,14511,275.389,0.3327883313998453
14512,NY,NYUP,275.389,14512,275.389,0.3327883313998453
14513,NY,NYUP,275.389,14513,275.389,0.3327883313998453
14514,NY,NYUP,275.389,14514,275.389,0.3327883313998453
14515,NY,NYUP,275.389,14515,275.389,0.3327883313998453
14516,NY,NYUP,275.389,14516,275.389,0.3327883313998453
14517,NY,NYUP,275.389,14517,275.389,0.3327883313998453
14518,NY,NYUP,275.389,14518,275.389,0.3327883313998453
14519,NY,NYUP,275.389,14519,275.389,0.3327883313998453
14520,NY,NYUP,275.389,14520,275.389,0.3327883313998453
14521,NY,NYUP,275.389,14521,275.389,0.3327883313998453
14522,NY,NYUP,275.389,14522,275.389,0.3327883313998453
14525,NY,NYUP,275.389,14525,275.389,0.3327883313998453
14526,NY,NYUP,275.389,14526,275.389,0.3327883313998453
14527,NY,NYUP,275.389,14527,275.389,0.3327883313998453
14529,NY,NYUP,275.389,14529,275.389,0.3327883313998453
14530,NY,NYUP,275.389,14530,275.389,0.3327883313998453
14532,NY,NYUP,275.389,14532,275.389,0.3327883313998453
14533,NY,NYUP,275.389,14533,275.389,0.3327883313998453
14534,NY,NYUP,275.389,14534,275.389,0.3327883313998453
14536,NY,NYUP,275.389,14536,275.389,0.3327883313998453
14537,NY,NYUP,275.389,14537,275.389,0.3327883313998453
14538,NY,NYUP,275.389,14538,275.389,0.3327883313998453
14539,NY,NYUP,275.389,14539,275.389,0.3327883313998453
14541,NY,NYUP,275.389,14541,275.389,0.3327883313998453
14542,NY,NYUP,275.389,14542,275.389,0.3327883313998453
14543,NY,NYUP,275.389,14543,275.389,0.3327883313998453
14544,NY,NYUP,275.389,14544,275.389,0.3327883313998453
14545,NY,NYUP,275.389,14545,275.389,0.3327883313998453
14546,NY,NYUP,275.389,14546,275.389,0.3327883313998453
14547,NY,NYUP,275.389,14547,275.389,0.3327883313998453
14548,NY,NYUP,275.389,14548,275.389,0.3327883313998453
14549,NY,NYUP,275.389,14549,275.389,0.3327883313998453
14550,NY,NYUP,275.389,14550,275.389,0.3327883313998453
14551,NY,NYUP,275.389,14551,275.389,0.3327883313998453
14555,NY,NYUP,275.389,14555,275.389,0.3327883313998453
14556,NY,NYUP,275.389,14556,275.389,0.3327883313998453
14557,NY,NYUP,275.389,14557,275.389,0.3327883313998453
14558,NY,NYUP,275.389,14558,275.389,0.3327883313998453
14559,NY,NYUP,275.389,14559,275.389,0.3327883313998453
14560,NY,NYUP,275.389,14560,275.389,0.3327883313998453
14561,NY,NYUP,275.389,14561,275.389,0.3327883313998453
14563,NY,NYUP,275.389,14563,275.389,0.3327883313998453
14564,NY,NYUP,275.389,14564,275.389,0.3327883313998453
14568,NY,NYUP,275.389,14568,275.389,0.3327883313998453
14569,NY,NYUP,275.389,14569,275.389,0.3327883313998453
14571,NY,NYUP,275.389,14571,275.389,0.3327883313998453
14572,NY,NYUP,275.389,14572,275.389,0.3327883313998453
14580,NY,NYUP,275.389,14580,275.389,0.3327883313998453
14585,NY,NYUP,275.389,14585,275.389,0.3327883313998453
14586,NY,NYUP,275.389,14586,275.389,0.3327883313998453
14588,NY,NYUP,275.389,14588,275.389,0.3327883313998453
14589,NY,NYUP,275.389,14589,275.389,0.3327883313998453
14590,NY,NYUP,275.389,14590,275.389,0.3327883313998453
14591,NY,NYUP,275.389,14591,275.389,0.3327883313998453
14592,NY,NYUP,275.389,14592,275.389,0.3327883313998453
14602,NY,NYUP,275.389,14602,275.389,0.3327883313998453
14603,NY,NYUP,275.389,14603,275.389,0.3327883313998453
14604,NY,NYUP,275.389,14604,275.389,0.3327883313998453
14605,NY,NYUP,275.389,14605,275.389,0.3327883313998453
14606,NY,NYUP,275.389,14606,275.389,0.3327883313998453
14607,NY,NYUP,275.389,14607,275.389,0.3327883313998453
14608,NY,NYUP,275.389,14608,275.389,0.3327883313998453
14609,NY,NYUP,275.389,14609,275.389,0.3327883313998453
14610,NY,NYUP,275.389,14610,275.389,0.3327883313998453
14611,NY,NYUP,275.389,14611,275.389,0.3327883313998453
14612,NY,NYUP,275.389,14612,275.389,0.3327883313998453
14613,NY,NYUP,275.389,14613,275.389,0.3327883313998453
14614,NY,NYUP,275.389,14614,275.389,0.3327883313998453
14615,NY,NYUP,275.389,14615,275.389,0.3327883313998453
14616,NY,NYUP,275.389,14616,275.389,0.3327883313998453
14617,NY,NYUP,275.389,14617,275.389,0.3327883313998453
14618,NY,NYUP,275.389,14618,275.389,0.3327883313998453
14619,NY,NYUP,275.389,14619,275.389,0.3327883313998453
14620,NY,NYUP,275.389,14620,275.389,0.3327883313998453
14621,NY,NYUP,275.389,14621,275.389,0.3327883313998453
14622,NY,NYUP,275.389,14622,275.389,0.3327883313998453
14623,NY,NYUP,275.389,14623,275.389,0.3327883313998453
14624,NY,NYUP,275.389,14624,275.389,0.3327883313998453
14625,NY,NYUP,275.389,14625,275.389,0.3327883313998453
14626,NY,NYUP,275.389,14626,275.389,0.3327883313998453
14627,NY,NYUP,275.389,14627,275.389,0.3327883313998453
14638,NY,NYUP,275.389,14638,275.389,0.3327883313998453
14639,NY,NYUP,275.389,14639,275.389,0.3327883313998453
14642,NY,NYUP,275.389,14642,275.389,0.3327883313998453
14643,NY,NYUP,275.389,14643,275.389,0.3327883313998453
14644,NY,NYUP,275.389,14644,275.389,0.3327883313998453
14646,NY,NYUP,275.389,14646,275.389,0.3327883313998453
14647,NY,NYUP,275.389,14647,275.389,0.3327883313998453
14649,NY,NYUP,275.389,14649,275.389,0.3327883313998453
14650,NY,NYUP,275.389,14650,275.389,0.3327883313998453
14651,NY,NYUP,275.389,14651,275.389,0.3327883313998453
14652,NY,NYUP,275.389,14652,275.389,0.3327883313998453
14653,NY,NYUP,275.389,14653,275.389,0.3327883313998453
14692,NY,NYUP,275.389,14692,275.389,0.3327883313998453
14694,NY,NYUP,275.389,14694,275.389,0.3327883313998453
14701,NY,NYUP,275.389,14701,275.389,0.3327883313998453
14702,NY,NYUP,275.389,14702,275.389,0.3327883313998453
14706,NY,NYUP,275.389,14706,275.389,0.3327883313998453
14707,NY,NYUP,275.389,14707,275.389,0.3327883313998453
14708,NY,NYUP,275.389,14708,275.389,0.3327883313998453
14709,NY,NYUP,275.389,14709,275.389,0.3327883313998453
14710,NY,NYUP,275.389,14710,275.389,0.3327883313998453
14711,NY,NYUP,275.389,14711,275.389,0.3327883313998453
14712,NY,NYUP,275.389,14712,275.389,0.3327883313998453
14714,NY,NYUP,275.389,14714,275.389,0.3327883313998453
14715,NY,NYUP,275.389,14715,275.389,0.3327883313998453
14716,NY,NYUP,275.389,14716,275.389,0.3327883313998453
14717,NY,NYUP,275.389,14717,275.389,0.3327883313998453
14718,NY,NYUP,275.389,14718,275.389,0.3327883313998453
14719,NY,NYUP,275.389,14719,275.389,0.3327883313998453
14720,NY,NYUP,275.389,14720,275.389,0.3327883313998453
14721,NY,NYUP,275.389,14721,275.389,0.3327883313998453
14722,NY,NYUP,275.389,14722,275.389,0.3327883313998453
14723,NY,NYUP,275.389,14723,275.389,0.3327883313998453
14724,NY,NYUP,275.389,14724,275.389,0.3327883313998453
14726,NY,NYUP,275.389,14726,275.389,0.3327883313998453
14727,NY,NYUP,275.389,14727,275.389,0.3327883313998453
14728,NY,NYUP,275.389,14728,275.389,0.3327883313998453
14729,NY,NYUP,275.389,14729,275.389,0.3327883313998453
14730,NY,NYUP,275.389,14730,275.389,0.3327883313998453
14731,NY,NYUP,275.389,14731,275.389,0.3327883313998453
14732,NY,NYUP,275.389,14732,275.389,0.3327883313998453
14733,NY,NYUP,275.389,14733,275.389,0.3327883313998453
14735,NY,NYUP,275.389,14735,275.389,0.3327883313998453
14736,NY,NYUP,275.389,14736,275.389,0.3327883313998453
14737,NY,NYUP,275.389,14737,275.389,0.3327883313998453
14738,NY,NYUP,275.389,14738,275.389,0.3327883313998453
14739,NY,NYUP,275.389,14739,275.389,0.3327883313998453
14740,NY,NYUP,275.389,14740,275.389,0.3327883313998453
14741,NY,NYUP,275.389,14741,275.389,0.3327883313998453
14742,NY,NYUP,275.389,14742,275.389,0.3327883313998453
14743,NY,NYUP,275.389,14743,275.389,0.3327883313998453
14744,NY,NYUP,275.389,14744,275.389,0.3327883313998453
14745,NY,NYUP,275.389,14745,275.389,0.3327883313998453
14747,NY,NYUP,275.389,14747,275.389,0.3327883313998453
14748,NY,NYUP,275.389,14748,275.389,0.3327883313998453
14750,NY,NYUP,275.389,14750,275.389,0.3327883313998453
14751,NY,NYUP,275.389,14751,275.389,0.3327883313998453
14752,NY,NYUP,275.389,14752,275.389,0.3327883313998453
14753,NY,NYUP,275.389,14753,275.389,0.3327883313998453
14754,NY,RFCE,660.311,14754,660.311,0.7979396268368136
14755,NY,NYUP,275.389,14755,275.389,0.3327883313998453
14756,NY,NYUP,275.389,14756,275.389,0.3327883313998453
14757,NY,NYUP,275.389,14757,275.389,0.3327883313998453
14758,NY,NYUP,275.389,14758,275.389,0.3327883313998453
14760,NY,NYUP,275.389,14760,275.389,0.3327883313998453
14766,NY,NYUP,275.389,14766,275.389,0.3327883313998453
14767,NY,NYUP,275.389,14767,275.389,0.3327883313998453
14769,NY,NYUP,275.389,14769,275.389,0.3327883313998453
14770,NY,NYUP,275.389,14770,275.389,0.3327883313998453
14772,NY,NYUP,275.389,14772,275.389,0.3327883313998453
14774,NY,NYUP,275.389,14774,275.389,0.3327883313998453
14775,NY,NYUP,275.389,14775,275.389,0.3327883313998453
14777,NY,NYUP,275.389,14777,275.389,0.3327883313998453
14778,NY,NYUP,275.389,14778,275.389,0.3327883313998453
14779,NY,NYUP,275.389,14779,275.389,0.3327883313998453
14781,NY,NYUP,275.389,14781,275.389,0.3327883313998453
14782,NY,NYUP,275.389,14782,275.389,0.3327883313998453
14783,NY,NYUP,275.389,14783,275.389,0.3327883313998453
14784,NY,NYUP,275.389,14784,275.389,0.3327883313998453
14785,NY,NYUP,275.389,14785,275.389,0.3327883313998453
14786,NY,NYUP,275.389,14786,275.389,0.3327883313998453
14787,NY,NYUP,275.389,14787,275.389,0.3327883313998453
14788,NY,NYUP,275.389,14788,275.389,0.3327883313998453
14801,NY,NYUP,275.389,14801,275.389,0.3327883313998453
14802,NY,NYUP,275.389,14802,275.389,0.3327883313998453
14803,NY,NYUP,275.389,14803,275.389,0.3327883313998453
14804,NY,NYUP,275.389,14804,275.389,0.3327883313998453
14805,NY,NYUP,275.389,14805,275.389,0.3327883313998453
14806,NY,NYUP,275.389,14806,275.389,0.3327883313998453
14807,NY,NYUP,275.389,14807,275.389,0.3327883313998453
14808,NY,NYUP,275.389,14808,275.389,0.3327883313998453
14809,NY,NYUP,275.389,14809,275.389,0.3327883313998453
14810,NY,NYUP,275.389,14810,275.389,0.3327883313998453
14812,NY,NYUP,275.389,14812,275.389,0.3327883313998453
14813,NY,NYUP,275.389,14813,275.389,0.3327883313998453
14814,NY,NYUP,275.389,14814,275.389,0.3327883313998453
14815,NY,NYUP,275.389,14815,275.389,0.3327883313998453
14816,NY,NYUP,275.389,14816,275.389,0.3327883313998453
14817,NY,NYUP,275.389,14817,275.389,0.3327883313998453
14818,NY,NYUP,275.389,14818,275.389,0.3327883313998453
14819,NY,NYUP,275.389,14819,275.389,0.3327883313998453
14820,NY,NYUP,275.389,14820,275.389,0.3327883313998453
